order_id,order_ts,customer_id,region,channel,product_sku,product_name,category,quantity,unit_price_usd,discount_pct,order_status,shipping_days
ORD-003845,2025-11-15 02:31:38,CUST-00130,North America,partner,SKU-1071,Season Pass,Digital,2,5.29,0.00,refunded,16
ORD-000088,2025-06-11 15:40:32,CUST-01583,LATAM,partner,SKU-1371,Hero Blister,Miniatures,1,26.99,0.20,refunded,14
ORD-003254,2025-01-24 20:18:12,,EMEA,retail,SKU-1256,Cosmetic Bundle,Digital,1,4.34,0.00,cancelled,10
ORD-004493,11/22/2025,CUST-01649,emea,retail,SKU-1114,Dice Set,Accessories,5,19.57,0.15,cancelled,5
ORD-002475,2026-04-10 20:29:30,CUST-01649,EMEA,retail,SKU-1094,Hero Blister,Miniatures,1,142.71,0.15,refunded,7
ORD-002874,08/28/2025,CUST-00226,APAC,wholesale,SKU-1362,Paint Set,Miniatures,5,64.77,0.00,pending,7
ORD-002948,2025-08-08 08:22:23,CUST-01197,EMEA,online,SKU-1345,Warband Set,Miniatures,1,31.41,0.20,refunded,7
ORD-002578,2026-01-16T01:15:54Z,CUST-01570,EMEA,wholesale,SKU-1145,Castle Siege,Board Games,2,44.85,0.25,pending,4
ORD-000693,2025-02-25 21:06:24,CUST-01211,EMEA,online,SKU-1284,1000pc Coastline,Puzzles,3,18.21,0.25,completed,7
ORD-003013,2026-02-14 21:35:54,CUST-00314,apac,wholesale,SKU-1392,Expansion Key,Digital,1,23.00,0.00,cancelled,10
ORD-000015,02/26/2025,CUST-01129,,online,SKU-1099,Card Sleeves,Accessories,1,36.59,0.00,pending,7
ORD-002811,04/29/2025,CUST-00146,North America,retail,SKU-1304,1000pc Coastline,Puzzles,1,13.60,0.20,refunded,13
ORD-002995,2025-02-11 20:42:23,CUST-00742,LATAM,wholesale,SKU-1211,Warband Set,MINIATURES,5,137.60,0.00,cancelled,16
ORD-001478,19-Jan-2025,CUST-01348,APAC,online,SKU-1203,Hero Blister,  Miniatures ,5,62.54,0.00,cancelled,20
ORD-002374,2026-03-12 16:06:30,CUST-00175,  North America ,online,SKU-1287,Bundle Case,TRADING CARDS,1,$101.50,0.00,completed,15
ORD-004570,10/29/2025,CUST-01681,LATAM,online,SKU-1375,Castle Siege,Board Games,4,42.70,0.00,refunded,7
ORD-000396,2026-01-24 14:30:42,CUST-00618,EMEA,online,SKU-1275,Promo Tin,Trading Cards,2,204.43,0.00,refunded,18
ORD-001195,2025-08-22 02:40:25,CUST-00753,LATAM,retail,SKU-1050,Card Sleeves,  Accessories ,1,27.19,0.00,completed,7
ORD-000797,2025-05-06 01:52:28,CUST-00101,North America,wholesale,SKU-1007,Trade Winds,Board Games,1,51.21,0.10,completed,2
ORD-002588,2025-08-12 09:54:09,CUST-00427,latam,retail,SKU-1041,Starter Deck,Trading Cards,12,106.64,0.00,cancelled,15
ORD-003763,2026-01-13 14:19:18,CUST-01539,EMEA,online,SKU-1305,Dice Set,Accessories,1,28.26,0.15,refunded,17
ORD-000509,2025-12-03 03:56:13,CUST-01515,APAC,online,SKU-1371,Expansion Key,Digital,3,39.36,0.00,pending,20
ORD-000466,2025-10-31 16:21:58,CUST-00465,,online,SKU-1031,Starter Deck,Trading Cards,5,52.01,0.00,cancelled,13
ORD-000099,07/15/2025,CUST-00229,LATAM,online,SKU-1237,Season Pass,Digital,1,50.03,0.00,refunded,5
ORD-000914,08/31/2025,CUST-00087,apac,WHOLESALE,SKU-1136,Deck Box,accessories,4,17.10,0.00,refunded,18
ORD-003955,2026-06-20 11:19:28,CUST-00105,LATAM,online,SKU-1225,2000pc Star Chart,Puzzles,8,33.81,0.00,pending,21
ORD-002415,23-Apr-2026,CUST-00133,EMEA,retail,SKU-1051,Cosmetic Bundle,Digital,12,44.56,0.25,refunded,1
ORD-002123,2026-03-06 10:57:16,CUST-01108,APAC,online,SKU-1214,Terrain Kit,Miniatures,2,122.25,0.00,pending,18
ORD-002139,04/01/2025,CUST-00674,EMEA,retail,SKU-1104,Warband Set,Miniatures,1,48.38,0.05,pending,14
ORD-002815,02/07/2025,CUST-00305,APAC,retail,SKU-1149,Playmat,Accessories,1,12.15,0.00,refunded,13
ORD-003516,2025-04-04 15:21:08,CUST-00880,NORTH AMERICA,retail,SKU-1317,Dungeon Delve,Board Games,5,19.64,0.00,cancelled,21
ORD-003732,08-Feb-2026,CUST-00344,North America,RETAIL,SKU-1185,500pc Night Market,Puzzles,1,31.84,0.00,pending,11
ORD-002963,12/19/2025,CUST-01056,EMEA,partner,SKU-1195,Castle Siege,Board Games,2,59.17,0.00,completed,4
ORD-002883,2026-02-14 09:47:37,CUST-00778,EMEA,partner,SKU-1229,Card Sleeves,Accessories,2,27.68,0.00,completed,14
ORD-001099,2025-12-12 03:30:19,CUST-01109,LATAM,retail,SKU-1164,500pc Night Market,Puzzles,4,28.92,0.20,pending,12
ORD-003114,2025-02-08 09:07:39,CUST-01526,North America,wholesale,SKU-1230,Expansion Key,Digital,1,49.24,0.00,cancelled,18
ORD-002251,2025-09-07 16:58:12,CUST-00312,LATAM,partner,SKU-1070,1000pc Coastline,Puzzles,1,24.59,0.00,completed,21
ORD-002841,10-Mar-2025,CUST-00245,  APAC ,wholesale,SKU-1030,Card Sleeves,Accessories,3,$36.78,0.00,completed,15
ORD-001336,2026-01-04 12:29:02,CUST-01530,North America,online,SKU-1200,Bundle Case,TRADING CARDS,1,80.97,0.00,refunded,9
ORD-004062,2026-04-14T05:20:18Z,CUST-01532,EMEA,RETAIL,SKU-1141,Playmat,Accessories,1,24.34,0.10,cancelled,13
ORD-002915,09-Jun-2025,CUST-00499,APAC,wholesale,SKU-1117,Expansion Key,Digital,4,6.80,0.00,cancelled,17
ORD-000998,2025-03-26 22:09:35,CUST-01190,APAC,wholesale,SKU-1137,Dungeon Delve,Board Games,1,27.24,0.15,cancelled,7
ORD-002402,2025-04-09 08:45:48,CUST-00457,,online,SKU-1387,Castle Siege,Board Games,1,57.06,0.00,completed,20
ORD-002792,29-Aug-2025,CUST-00258,EMEA,online,SKU-1218,Signal Fire,Board Games,1,79.97,0.00,cancelled,13
ORD-002395,06/18/2025,CUST-00145,EMEA,wholesale,SKU-1264,Expansion Key,Digital,2,35.20,0.25,pending,16
ORD-001709,2025-01-12 05:50:29,CUST-00258,LATAM,partner,SKU-1374,Hero Blister,Miniatures,1,88.43,0.00,refunded,7
ORD-001008,12/28/2025,CUST-00710,North America,online,SKU-1380,1000pc Coastline,Puzzles,1,26.00,0.15,completed,1
ORD-001942,2025-09-13 17:46:27,CUST-00269,LATAM,wholesale,SKU-1372,Harvest Moon Valley,Board Games,1,26.84,0.05,completed,6
ORD-001040,2026-05-20 10:32:38,CUST-01796,APAC,WHOLESALE,SKU-1181,Bundle Case,Trading Cards,1,163.67,0.00,pending,15
ORD-001596,2025-08-19 15:18:17,CUST-01420,LATAM,RETAIL,SKU-1360,500pc Night Market,Puzzles,12,32.97,0.00,cancelled,15
ORD-002343,2025-03-27T15:49:57Z,CUST-00572,LATAM,retail,SKU-1155,Promo Tin,Trading Cards,1,154.80,0.10,refunded,5
ORD-002821,2025-02-24 02:44:21,CUST-01655,EMEA,partner,SKU-1086,Expansion Key,Digital,8,17.99,0.00,refunded,2
ORD-000400,04/03/2025,CUST-00117,  APAC ,RETAIL,SKU-1039,2000pc Star Chart,Puzzles,2,30.68,0.00,cancelled,19
ORD-001429,2025-05-01T19:48:37Z,CUST-01767,APAC,RETAIL,SKU-1050,2000pc Star Chart,Puzzles,2,24.38,0.10,refunded,5
ORD-000736,2025-05-27 14:31:16,CUST-01621,APAC,online,SKU-1003,2000pc Star Chart,Puzzles,2,24.47,0.00,pending,1
ORD-004411,2026-04-22 20:17:38,CUST-01152,NORTH AMERICA,retail,SKU-1273,Starter Deck,Trading Cards,1,79.92,0.00,refunded,19
ORD-004660,03/20/2025,CUST-00470,EMEA,retail,SKU-1021,Signal Fire,Board Games,12,37.97,0.00,completed,11
ORD-001727,2025-07-30 02:22:34,CUST-00582,LATAM,online,SKU-1355,Expansion Key,DIGITAL,1,8.79,0.00,cancelled,20
ORD-002885,2026-02-24 03:07:18,CUST-00400,LATAM,retail,SKU-1351,Paint Set,Miniatures,5,134.28,0.25,completed,12
ORD-004736,05/29/2026,CUST-00532,APAC,wholesale,SKU-1082,Expansion Key,DIGITAL,2,9.99,0.00,pending,15
ORD-003882,2026-02-27 05:36:05,CUST-01223,LATAM,partner,SKU-1119,Playmat,Accessories,2,35.69,0.00,refunded,10
ORD-002442,11/08/2025,CUST-00790,  APAC ,retail,SKU-1330,Dice Set,Accessories,3,7.61,0.00,refunded,16
ORD-004726,2025-07-20 21:01:35,CUST-01621,APAC,online,SKU-1013,1000pc Coastline,puzzles,1,33.13,0.00,cancelled,17
ORD-002373,2025-09-15 03:14:34,CUST-00024,North America,wholesale,SKU-1186,500pc Night Market,PUZZLES,1,28.36,0.25,refunded,5
ORD-003592,24-Feb-2026,CUST-00191,LATAM,online,SKU-1239,Terrain Kit,  Miniatures ,1,68.54,0.00,cancelled,17
ORD-004803,2026-04-03 13:45:51,CUST-00205,APAC,retail,SKU-1205,Terrain Kit,Miniatures,5,83.27,0.20,refunded,17
ORD-001888,01/10/2025,CUST-00142,LATAM,online,SKU-1093,2000pc Star Chart,Puzzles,2,33.78,0.00,refunded,15
ORD-000552,2025-07-03 12:01:45,CUST-01737,  EMEA ,online,SKU-1139,Cosmetic Bundle,Digital,3,51.20,0.00,completed,21
ORD-000567,06-Apr-2026,CUST-00900,EMEA,wholesale,SKU-1119,Signal Fire,Board Games,2,$59.04,0.00,cancelled,15
ORD-003082,2025-11-16 03:42:52,CUST-01271,APAC,wholesale,SKU-1035,Cosmetic Bundle,Digital,1,10.55,0.00,completed,17
ORD-001969,2025-07-05 07:12:53,CUST-01477,North America,online,SKU-1281,Deck Box,Accessories,2,19.39,0.20,refunded,18
ORD-001210,2025-09-24 01:02:57,CUST-01179,LATAM,WHOLESALE,SKU-1196,Expansion Key,  Digital ,4,47.17,0.00,completed,5
ORD-003797,10-Feb-2026,CUST-00986,EMEA,retail,SKU-1176,Castle Siege,Board Games,2,36.16,0.00,refunded,6
ORD-002783,03/06/2025,CUST-00703,North America,online,SKU-1222,Cosmetic Bundle,Digital,12,59.50,0.15,completed,10
ORD-002042,08/19/2025,CUST-00424,APAC,wholesale,SKU-1173,Expansion Key,Digital,1,51.07,0.00,refunded,5
ORD-002569,2026-05-16 06:01:09,CUST-00300,North America,retail,SKU-1084,Expansion Key,Digital,1,53.69,0.00,completed,12
ORD-003892,25-Apr-2026,CUST-01352,LATAM,retail,SKU-1131,Booster Pack,  Trading Cards ,1,230.99,0.15,cancelled,17
ORD-002150,03/24/2026,CUST-01745,EMEA,partner,SKU-1349,Warband Set,Miniatures,1,40.83,0.00,pending,21
ORD-002657,07-Oct-2025,CUST-01346,LATAM,wholesale,SKU-1398,Harvest Moon Valley,Board Games,2,71.65,0.00,cancelled,14
ORD-002164,2025-12-15 14:19:53,CUST-01442,North America,online,SKU-1375,Paint Set,Miniatures,3,143.53,0.00,refunded,20
ORD-004487,02/18/2026,CUST-00932,APAC,online,SKU-1025,Dungeon Delve,  Board Games ,1,37.21,0.00,refunded,18
ORD-000968,14-Nov-2025,CUST-00153,APAC,wholesale,SKU-1245,Collector Box,Trading Cards,2,204.42,0.00,pending,17
ORD-003330,2026-03-31 11:15:28,CUST-00713,EMEA,wholesale,SKU-1183,Promo Tin,Trading Cards,1,225.08,0.00,pending,19
ORD-003851,2026-04-25 06:59:09,CUST-01113,APAC,online,SKU-1026,Expansion Key,Digital,5,8.10,0.00,refunded,7
ORD-003702,16-May-2026,CUST-00566,EMEA,online,SKU-1375,Card Sleeves,ACCESSORIES,8,12.84,0.10,completed,13
ORD-001194,2025-11-26 09:05:36,CUST-00038,APAC,online,SKU-1162,Dice Set,Accessories,8,24.20,0.00,completed,9
ORD-000108,2026-01-11 15:02:41,CUST-01498,LATAM,online,SKU-1062,Trade Winds,Board Games,1,44.58,0.15,refunded,3
ORD-003846,2026-05-23 10:39:33,CUST-01283,apac,partner,SKU-1118,Season Pass,Digital,2,28.56,0.00,refunded,18
ORD-000786,27-Aug-2025,CUST-00494,EMEA,partner,SKU-1242,Booster Pack,Trading Cards,2,44.46,0.00,refunded,14
ORD-002958,06/21/2026,CUST-00493,APAC,online,SKU-1141,2000pc Star Chart,Puzzles,-1,15.26,0.00,completed,4
ORD-001754,2026-02-15 04:16:16,CUST-01179,EMEA,wholesale,SKU-1097,1000pc Coastline,Puzzles,2,15.00,0.00,refunded,14
ORD-001098,2026-01-10 00:24:22,CUST-01754,APAC,partner,SKU-1000,Harvest Moon Valley,Board Games,1,21.74,0.10,pending,5
ORD-004937,2025-12-13T12:31:42Z,CUST-00782,North America,retail,SKU-1390,Hero Blister,Miniatures,3,29.51,0.00,pending,5
ORD-002434,2025-01-20 16:07:57,CUST-01787,  APAC ,retail,SKU-1206,Cosmetic Bundle,Digital,5,15.73,0.20,completed,12
ORD-002036,07/03/2025,CUST-01455,APAC,wholesale,SKU-1364,2000pc Star Chart,Puzzles,2,20.48,0.20,pending,11
ORD-000561,2025-10-01 01:01:33,CUST-00991,EMEA,wholesale,SKU-1298,Card Sleeves,Accessories,1,11.88,0.15,cancelled,11
ORD-001963,2025-07-03 21:20:41,CUST-01526,LATAM,online,SKU-1358,Paint Set,Miniatures,2,138.72,0.00,completed,13
ORD-000217,2025-03-06 16:41:49,CUST-00482,EMEA,retail,SKU-1133,Expansion Key,Digital,1,$50.59,0.00,pending,17
ORD-002902,01/20/2026,CUST-01444,North America,RETAIL,SKU-1393,Warband Set,Miniatures,8,$45.76,0.00,cancelled,2
ORD-001640,02/04/2025,CUST-01727,LATAM,online,SKU-1306,Dice Set,Accessories,1,11.36,0.15,completed,17
ORD-001451,2025-11-15 22:04:11,CUST-00219,latam,wholesale,SKU-1012,Expansion Key,Digital,3,49.56,0.00,completed,3
ORD-002448,2025-09-26 20:10:31,CUST-01427,APAC,online,SKU-1147,Expansion Key,Digital,1,27.04,0.15,completed,2
ORD-001911,17-Dec-2025,CUST-00578,EMEA,retail,SKU-1148,Collector Box,  Trading Cards ,12,93.14,0.00,refunded,8
ORD-003874,2026-03-18 14:48:10,CUST-00594,north america,partner,SKU-1306,Starter Deck,Trading Cards,1,244.54,0.05,refunded,1
ORD-003120,2025-09-05 08:51:04,CUST-00396,EMEA,online,SKU-1186,Signal Fire,Board Games,2,23.48,0.00,pending,19
ORD-002263,2025-07-15 13:41:43,CUST-00610,APAC,wholesale,SKU-1244,Playmat,Accessories,1,37.41,0.00,pending,12
ORD-003621,02/13/2025,CUST-00809,APAC,online,SKU-1048,Warband Set,Miniatures,2,116.72,0.20,refunded,5
ORD-003177,01/16/2025,CUST-00152,emea,online,SKU-1095,Expansion Key,Digital,1,44.96,0.15,pending,21
ORD-004630,2026-02-23 18:04:58,CUST-00187,LATAM,online,SKU-1026,Playmat,Accessories,1,31.15,0.15,completed,12
ORD-003340,2025-11-25T11:21:23Z,CUST-01757,LATAM,retail,SKU-1148,Dice Set,ACCESSORIES,4,33.34,0.00,cancelled,14
ORD-002511,2026-06-18 03:20:38,CUST-00959,LATAM,wholesale,SKU-1229,Card Sleeves,Accessories,2,13.13,0.25,refunded,13
ORD-002761,02/28/2026,CUST-00261,  EMEA ,RETAIL,SKU-1092,1000pc Coastline,Puzzles,3,32.41,0.00,cancelled,8
ORD-003633,2025-05-12 12:39:42,CUST-01685,LATAM,partner,SKU-1231,Expansion Key,Digital,1,38.00,0.00,cancelled,21
ORD-002608,2026-04-14 10:38:54,CUST-01275,EMEA,partner,SKU-1207,Castle Siege,Board Games,5,32.27,0.15,cancelled,9
ORD-003940,2026-04-01 18:58:23,CUST-01533,LATAM,partner,SKU-1385,Deck Box,Accessories,-3,22.89,0.00,refunded,2
ORD-001417,2026-02-17 08:41:45,CUST-00232,North America,online,SKU-1385,Promo Tin,Trading Cards,5,60.51,0.00,completed,21
ORD-004692,2026-04-18T14:40:36Z,CUST-01377,APAC,online,SKU-1167,Dice Set,accessories,1,8.49,0.00,cancelled,17
ORD-002794,2025-05-14 04:51:04,CUST-00868,APAC,wholesale,SKU-1158,Booster Pack,Trading Cards,2,25.21,0.00,pending,7
ORD-000429,2026-03-30 22:22:08,,LATAM,retail,SKU-1056,Dungeon Delve,Board Games,2,39.89,0.25,pending,4
ORD-002440,01/23/2026,CUST-00933,LATAM,partner,SKU-1323,500pc Night Market,Puzzles,3,32.27,0.20,completed,10
ORD-004841,2026-04-03 05:04:37,CUST-01775,EMEA,online,SKU-1078,Paint Set,Miniatures,2,74.92,0.00,refunded,12
ORD-003698,2026-04-25 17:57:33,CUST-00032,EMEA,wholesale,SKU-1151,Dungeon Delve,Board Games,4,57.31,0.00,refunded,20
ORD-002614,2026-06-29 03:36:55,CUST-00305,  APAC ,partner,SKU-1208,Cosmetic Bundle,Digital,3,17.48,0.10,refunded,6
ORD-004293,2025-04-16 11:24:44,CUST-01791,EMEA,wholesale,SKU-1053,Card Sleeves,accessories,3,29.56,0.00,completed,18
ORD-003544,2026-06-19 20:11:20,CUST-01417,EMEA,wholesale,SKU-1286,Deck Box,Accessories,4,6.47,0.00,pending,14
ORD-003425,2025-08-14 10:07:23,CUST-01169,APAC,online,SKU-1079,Terrain Kit,Miniatures,2,23.17,0.00,completed,14
ORD-002895,09/29/2025,CUST-00636,EMEA,wholesale,SKU-1180,Season Pass,Digital,3,49.27,0.00,refunded,6
ORD-002360,12/05/2025,CUST-00933,LATAM,wholesale,SKU-1319,1000pc Coastline,Puzzles,1,18.76,0.00,completed,8
ORD-001179,2025-07-01 16:01:06,CUST-01569,APAC,online,SKU-1101,Cosmetic Bundle,Digital,3,11.59,0.00,cancelled,4
ORD-000189,2025-01-07 14:32:22,CUST-00426,North America,,SKU-1274,Harvest Moon Valley,Board Games,2,61.99,0.20,cancelled,4
ORD-003957,2026-04-11 17:18:18,CUST-00754,APAC,wholesale,SKU-1093,Booster Pack,Trading Cards,8,118.51,0.00,refunded,1
ORD-004327,2025-01-28 01:55:46,CUST-01382,EMEA,retail,SKU-1204,Playmat,accessories,1,9.85,0.00,pending,18
ORD-002710,12/02/2025,CUST-01782,APAC,retail,SKU-1088,Terrain Kit,Miniatures,1,100.81,0.05,cancelled,10
ORD-002486,2025-09-21 22:38:06,CUST-00005,LATAM,retail,SKU-1351,Cosmetic Bundle,Digital,1,$11.68,0.00,completed,20
ORD-004056,06/08/2025,CUST-00594,  EMEA ,wholesale,SKU-1060,Castle Siege,Board Games,5,72.01,0.00,pending,19
ORD-002828,2026-04-03 22:31:22,CUST-00514,LATAM,online,SKU-1143,Harvest Moon Valley,BOARD GAMES,5,55.68,0.00,cancelled,2
ORD-001679,2025-02-22 06:52:54,CUST-01015,LATAM,partner,SKU-1160,Paint Set,Miniatures,5,35.67,0.00,cancelled,15
ORD-002279,05/19/2025,CUST-00420,APAC,ONLINE,SKU-1214,Castle Siege,Board Games,-3,40.89,0.00,refunded,12
ORD-000129,11-Mar-2026,CUST-00295,LATAM,PARTNER,SKU-1046,Deck Box,Accessories,2,26.92,0.00,completed,14
ORD-004535,2025-10-25 23:23:33,CUST-00004,APAC,partner,SKU-1198,Cosmetic Bundle,digital,5,8.70,0.00,completed,14
ORD-003144,2026-01-12 16:50:59,CUST-00886,North America,online,SKU-1345,Booster Pack,Trading Cards,2,45.85,0.00,refunded,9
ORD-002252,2025-01-17 00:10:02,CUST-01364,APAC,retail,SKU-1386,Cosmetic Bundle,DIGITAL,1,28.55,0.25,pending,8
ORD-004766,2025-02-20 17:28:42,CUST-00547,LATAM,partner,SKU-1399,Card Sleeves,Accessories,8,7.07,0.00,cancelled,21
ORD-001780,2025-10-15 18:49:58,CUST-01247,APAC,online,SKU-1350,Warband Set,  Miniatures ,2,88.07,0.05,cancelled,17
ORD-003449,04-Aug-2025,CUST-00458,LATAM,partner,SKU-1289,Dungeon Delve,Board Games,3,40.12,0.00,pending,5
ORD-002704,02-Mar-2025,CUST-01290,APAC,partner,SKU-1105,1000pc Coastline,Puzzles,1,13.21,0.00,cancelled,7
ORD-004294,28-Jan-2026,CUST-00796,EMEA,retail,SKU-1307,Hero Blister,Miniatures,1,37.67,0.00,cancelled,4
ORD-002376,02/11/2026,CUST-01528,North America,partner,SKU-1316,Playmat,ACCESSORIES,1,12.90,0.00,cancelled,10
ORD-000742,2025-03-08 04:39:59,CUST-01031,APAC,online,SKU-1069,Harvest Moon Valley,Board Games,2,29.47,0.10,completed,13
ORD-002655,05/20/2026,CUST-01360,EMEA,wholesale,SKU-1147,Cosmetic Bundle,Digital,1,32.99,0.00,completed,6
ORD-000789,05/17/2025,CUST-00394,LATAM,wholesale,SKU-1009,Collector Box,Trading Cards,2,180.62,0.00,cancelled,8
ORD-000543,2026-06-16 06:28:43,CUST-00534,North America,retail,SKU-1354,Promo Tin,Trading Cards,1,150.26,0.00,completed,15
ORD-004602,2026-01-30 02:29:45,CUST-00902,  LATAM ,  retail ,SKU-1178,500pc Night Market,Puzzles,1,$17.30,0.00,completed,14
ORD-003273,2025-08-30 11:13:30,CUST-00403,EMEA,retail,SKU-1083,1000pc Coastline,PUZZLES,2,24.36,0.20,cancelled,10
ORD-004282,09/02/2025,CUST-00209,APAC,online,SKU-1091,Expansion Key,DIGITAL,4,36.18,0.00,completed,11
ORD-000359,2025-11-21 17:26:31,CUST-00036,North America,wholesale,SKU-1377,Terrain Kit,Miniatures,5,107.88,0.00,completed,19
ORD-001586,2025-11-30 01:04:59,CUST-01179,APAC,partner,SKU-1064,Paint Set,  Miniatures ,1,147.97,0.05,pending,19
ORD-000897,2025-10-01 11:19:44,CUST-00465,APAC,partner,SKU-1337,Bundle Case,Trading Cards,2,101.22,0.00,pending,10
ORD-001871,06-Feb-2025,CUST-00432,North America,partner,SKU-1239,Paint Set,Miniatures,-5,86.04,0.00,pending,8
ORD-004793,2026-01-05 00:30:40,CUST-01592,LATAM,retail,SKU-1094,Warband Set,Miniatures,4,23.37,0.00,completed,7
ORD-003489,2025-06-26 07:53:33,CUST-01524,latam,retail,SKU-1296,Bundle Case,Trading Cards,2,140.80,0.15,completed,19
ORD-000980,23-Feb-2026,CUST-01250,LATAM,retail,SKU-1244,Card Sleeves,Accessories,1,10.29,0.00,pending,12
ORD-004198,13-Nov-2025,CUST-00425,LATAM,partner,SKU-1033,Card Sleeves,Accessories,2,27.77,0.00,completed,20
ORD-003626,08-Mar-2026,CUST-00382,LATAM,online,SKU-1186,Hero Blister,Miniatures,2,117.78,0.00,completed,
ORD-001517,25-Nov-2025,CUST-00287,APAC,wholesale,SKU-1047,Playmat,Accessories,1,15.25,0.00,refunded,7
ORD-000672,02/13/2026,CUST-01681,EMEA,wholesale,SKU-1131,Paint Set,Miniatures,2,95.64,0.05,pending,7
ORD-001801,2026-01-08T00:28:30Z,CUST-01771,APAC,  wholesale ,SKU-1332,Season Pass,Digital,1,36.25,0.00,refunded,14
ORD-002423,2026-06-09 15:50:55,CUST-01546,NORTH AMERICA,partner,SKU-1377,Cosmetic Bundle,DIGITAL,2,7.82,0.00,cancelled,2
ORD-003992,2025-12-07T10:35:33Z,CUST-01113,LATAM,wholesale,SKU-1043,Card Sleeves,Accessories,1,37.46,0.00,completed,4
ORD-001654,19-Feb-2026,CUST-00779,EMEA,retail,SKU-1000,Castle Siege,Board Games,1,34.52,0.00,cancelled,4
ORD-001892,2026-01-21 07:51:30,CUST-01066,North America,WHOLESALE,SKU-1295,Warband Set,Miniatures,2,27.89,0.00,completed,12
ORD-004773,2025-05-16 06:51:11,CUST-00605,LATAM,wholesale,SKU-1322,Trade Winds,Board Games,8,29.60,0.00,pending,6
ORD-001521,2025-07-25 10:08:52,CUST-01133,APAC,partner,SKU-1289,Card Sleeves,ACCESSORIES,3,32.46,0.00,cancelled,1
ORD-004297,2025-02-16 09:38:50,CUST-01097,LATAM,online,SKU-1341,Collector Box,Trading Cards,2,$166.83,0.00,refunded,9
ORD-004170,06/06/2025,CUST-01590,EMEA,wholesale,SKU-1107,Card Sleeves,Accessories,5,33.17,0.00,refunded,4
ORD-004464,2025-05-25 00:19:31,CUST-01242,North America,retail,SKU-1313,Deck Box,Accessories,4,39.83,0.00,pending,16
ORD-000850,06/16/2026,CUST-00261,EMEA,retail,SKU-1016,Cosmetic Bundle,Digital,2,7.24,0.00,refunded,12
ORD-000927,2025-03-19 17:15:47,CUST-01500,EMEA,online,SKU-1022,Playmat,Accessories,3,33.11,0.00,completed,8
ORD-001283,05-Jan-2026,CUST-00131,LATAM,wholesale,SKU-1393,2000pc Star Chart,puzzles,1,27.84,0.00,completed,5
ORD-002447,14-May-2026,CUST-00268,LATAM,wholesale,SKU-1336,500pc Night Market,Puzzles,3,34.39,0.05,pending,5
ORD-001181,2025-05-16 22:37:55,CUST-00405,North America,partner,SKU-1080,Paint Set,  Miniatures ,1,117.22,0.00,completed,14
ORD-002203,2025-12-14 15:38:36,CUST-00081,LATAM,wholesale,SKU-1135,Deck Box,Accessories,8,16.25,0.00,pending,8
ORD-003043,19-Dec-2025,CUST-00956,LATAM,partner,SKU-1188,1000pc Coastline,Puzzles,1,17.08,0.00,pending,9
ORD-001955,2026-01-02 02:18:14,CUST-00440,APAC,online,SKU-1085,Dungeon Delve,Board Games,8,26.77,0.00,cancelled,10
ORD-004308,02-Aug-2025,CUST-00848,EMEA,online,SKU-1221,2000pc Star Chart,Puzzles,3,10.40,0.00,pending,13
ORD-004041,04/17/2025,CUST-00050,LATAM,online,SKU-1205,500pc Night Market,Puzzles,1,25.25,0.00,cancelled,2
ORD-000536,2025-03-27 02:55:45,CUST-00548,APAC,online,SKU-1209,Signal Fire,Board Games,2,$58.85,0.00,refunded,13
ORD-001530,01/27/2025,CUST-00207,LATAM,retail,SKU-1215,1000pc Coastline,Puzzles,1,33.19,0.00,completed,19
ORD-004519,2025-07-28 14:33:52,CUST-01074,EMEA,retail,SKU-1011,Collector Box,Trading Cards,12,39.14,0.05,cancelled,3
ORD-001306,13-Feb-2026,CUST-00510,EMEA,wholesale,SKU-1304,Expansion Key,Digital,-2,5.09,0.00,pending,10
ORD-000192,03-Jun-2025,CUST-01637,APAC,RETAIL,SKU-1253,Paint Set,Miniatures,5,31.82,0.00,refunded,7
ORD-001910,2025-10-05 18:07:34,CUST-00731,North America,wholesale,SKU-1241,Signal Fire,Board Games,3,55.10,0.00,pending,6
ORD-001655,04/26/2026,CUST-00912,APAC,ONLINE,SKU-1041,Starter Deck,Trading Cards,1,$17.08,0.00,cancelled,6
ORD-001965,2026-04-18T16:23:52Z,CUST-01632,APAC,retail,SKU-1092,Expansion Key,  Digital ,3,7.64,0.00,refunded,14
ORD-003579,2025-10-01T14:42:56Z,CUST-00011,  LATAM ,partner,SKU-1032,Warband Set,Miniatures,5,41.61,0.00,pending,18
ORD-004591,05/08/2026,CUST-00155,LATAM,wholesale,SKU-1164,Harvest Moon Valley,Board Games,1,40.22,0.20,refunded,3
ORD-000187,07/01/2025,CUST-00744,APAC,wholesale,SKU-1228,Castle Siege,Board Games,1,64.82,0.00,refunded,5
ORD-004267,2025-03-01 23:42:57,CUST-00704,APAC,wholesale,SKU-1155,Cosmetic Bundle,Digital,3,4.50,0.00,pending,19
ORD-001833,16-Jun-2026,CUST-00888,LATAM,online,SKU-1059,Dice Set,Accessories,1,$25.52,0.00,pending,20
ORD-004319,2025-11-03 10:25:51,CUST-00928,EMEA,wholesale,SKU-1324,500pc Night Market,Puzzles,2,$21.60,0.05,completed,4
ORD-004148,2025-11-18 06:55:34,CUST-00050,apac,partner,SKU-1257,Dungeon Delve,Board Games,5,18.54,0.00,refunded,17
